"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.276046"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.381795"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.491976"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.602540"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.710451"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.821392"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:47.930959"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:48.036013"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:48.144833"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:48.251823"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:50.623191"
"[(u'title, description', None), (u'buy new shoes, buy a new pair of shoes to go to the church', None), (u'go to the market, buy all the ingrediants to make pepperoni pizza', None), (u""call mariana, talk to her about people we are inviting to victorias's surprise party"", None), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...'), (u'just testing...', u'just testing...')]" "2018-08-04 16:38:50.728978"
